	cellType	genes	tp	fp	fn	precision	recall	f1	Atlas
6895	BrainNeurons.astrocyte of the cerebral cortex	Gpc5	284	335	119	0.458804547786713	0.70471465587616	0.555773019790649	TM, FACS
6139	BrainNeurons.astrocyte of the cerebral cortex	Gabrg1	222	219	181	0.503401398658752	0.550868451595306	0.526066362857819	TM, FACS
10362	BrainNeurons.Bergmann glial cell	Syt10	19	107	11	0.15079365670681	0.633333325386047	0.243589743971825	TM, FACS
694	BrainNeurons.Bergmann glial cell	A2m	23	175	7	0.116161614656448	0.766666650772095	0.201754376292229	TM, FACS
3128	BrainNeurons.Bergmann glial cell	Dao	21	158	9	0.11731843650341	0.699999988079071	0.20095694065094	TM, FACS
2956	BrainNeurons.Bergmann glial cell	Ctxn3	18	154	12	0.104651167988777	0.600000023841858	0.178217813372612	TM, FACS
2040	BrainNeurons.Bergmann glial cell	Cacng5	23	207	7	0.100000001490116	0.766666650772095	0.176923081278801	TM, FACS
12236	BrainNeurons.brain pericyte	Slc38a11	115	189	17	0.378289490938187	0.871212124824524	0.52752298116684	TM, FACS
9375	BrainNeurons.brain pericyte	ORF63	106	167	26	0.388278394937515	0.80303031206131	0.523456811904907	TM, FACS
5243	BrainNeurons.brain pericyte	Fhl5	61	66	71	0.480314970016479	0.462121188640594	0.471042484045029	TM, FACS
15101	BrainNeurons.brain pericyte	Zic1	84	228	48	0.269230782985687	0.636363625526428	0.378378391265869	TM, FACS
9446	BrainNeurons.brain pericyte	Olfr558	96	293	36	0.246786624193192	0.727272748947144	0.368522047996521	TM, FACS
7014	BrainNeurons.endothelial cell	Gm694	352	98	273	0.782222211360931	0.563199996948242	0.654883742332458	TM, FACS
14226	BrainNeurons.endothelial cell	Slco1a4	604	643	21	0.484362483024597	0.966399967670441	0.645299196243286	TM, FACS
13989	BrainNeurons.endothelial cell	Slc22a8	500	449	125	0.526870369911194	0.800000011920929	0.635324001312256	TM, FACS
17332	BrainNeurons.endothelial cell	Zic3	303	85	322	0.780927836894989	0.484800010919571	0.598223090171814	TM, FACS
17331	BrainNeurons.endothelial cell	Zic2	410	345	215	0.543046355247498	0.656000018119812	0.594202876091003	TM, FACS
10517	BrainNeurons.neuron	Nrsn2	128	42	68	0.752941191196442	0.653061211109161	0.69945353269577	TM, FACS
6215	BrainNeurons.neuron	Gabrg2	152	106	44	0.589147329330444	0.775510251522064	0.669603526592255	TM, FACS
4088	BrainNeurons.neuron	Cplx1	178	210	18	0.458762884140015	0.90816330909729	0.609589040279388	TM, FACS
2997	BrainNeurons.neuron	Cacng3	97	37	99	0.723880589008331	0.494897991418839	0.587878823280334	TM, FACS
2996	BrainNeurons.neuron	Cacng2	104	66	92	0.611764669418335	0.530612230300903	0.568306028842926	TM, FACS
5506	BrainNeurons.neuronal stem cell	Gsx2	14	29	22	0.325581401586533	0.388888895511627	0.354430377483368	TM, FACS
3643	BrainNeurons.neuronal stem cell	Dlx1	22	91	14	0.194690272212029	0.611111104488373	0.295302033424377	TM, FACS
6007	BrainNeurons.neuronal stem cell	Igfbpl1	27	133	9	0.168750002980232	0.75	0.275510191917419	TM, FACS
3644	BrainNeurons.neuronal stem cell	Dlx1as	11	35	25	0.239130437374115	0.305555552244186	0.26829269528389	TM, FACS
11123	BrainNeurons.neuronal stem cell	Sp9	16	68	20	0.190476194024086	0.444444447755814	0.266666680574417	TM, FACS
10860	BrainNeurons.oligodendrocyte	Nkx6-2	1141	394	45	0.743322432041168	0.96205735206604	0.838662207126617	TM, FACS
7724	BrainNeurons.oligodendrocyte	Hapln2	1065	336	121	0.760171294212341	0.897976398468018	0.823347449302673	TM, FACS
8890	BrainNeurons.oligodendrocyte	Kndc1	1039	433	147	0.70584237575531	0.876053929328918	0.781790852546692	TM, FACS
10842	BrainNeurons.oligodendrocyte	Nkain2	1051	453	135	0.698803186416626	0.886171996593475	0.781412601470947	TM, FACS
14869	BrainNeurons.oligodendrocyte	Sox2ot	1094	525	92	0.675725758075714	0.92242830991745	0.780035674571991	TM, FACS
1113	BrainNeurons.oligodendrocyte precursor cell	A930003O13Rik	175	65	27	0.729166626930237	0.866336643695831	0.791855156421661	TM, FACS
13465	BrainNeurons.oligodendrocyte precursor cell	Sox3	130	33	72	0.797546029090881	0.643564343452454	0.712328791618347	TM, FACS
9695	BrainNeurons.oligodendrocyte precursor cell	Neu4	190	175	12	0.520547986030579	0.940594017505646	0.670194029808044	TM, FACS
8198	BrainNeurons.oligodendrocyte precursor cell	Lhfpl3	192	214	10	0.472906410694122	0.950495004653931	0.631578981876373	TM, FACS
2699	BrainNeurons.oligodendrocyte precursor cell	C1ql1	189	241	13	0.439534902572632	0.93564361333847	0.598101258277893	TM, FACS
6867	BrainNeurons.smooth muscle cell	Nodal	10	86	4	0.10416666418314	0.714285731315613	0.181818187236786	TM, FACS
1442	BrainNeurons.smooth muscle cell	Atp13a5	14	177	0	0.0732984244823456	1	0.136585354804993	TM, FACS
8985	BrainNeurons.smooth muscle cell	Sebox	4	54	10	0.0689655169844627	0.28571429848671	0.111111111938953	TM, FACS
4044	BrainNeurons.smooth muscle cell	Foxd1	8	142	6	0.0533333346247673	0.571428596973419	0.0975609719753265	TM, FACS
7094	BrainNeurons.smooth muscle cell	Olfr1201	1	11	13	0.0833333358168602	0.0714285746216774	0.0769230797886848	TM, FACS
11694	BrainNeurons.unknown	Rims1	50	592	126	0.0778816193342209	0.284090906381607	0.122249387204647	TM, FACS
7673	BrainNeurons.unknown	Kif5a	90	1467	86	0.0578034706413746	0.511363625526428	0.103866137564182	TM, FACS
3183	BrainNeurons.unknown	Cdr1	79	1290	97	0.0577063597738743	0.448863655328751	0.102265380322933	TM, FACS
14774	BrainNeurons.unknown	Unc13c	39	593	137	0.0617088638246059	0.221590891480446	0.0965346544981003	TM, FACS
5744	BrainNeurons.unknown	Gabra6	9	36	167	0.200000002980232	0.0511363632977009	0.0814479663968086	TM, FACS
6898	Colon.Brush cell of epithelium proper of large intestine	Hmx3	16	6	29	0.727272748947144	0.355555564165115	0.477611929178238	TM, FACS
6897	Colon.Brush cell of epithelium proper of large intestine	Hmx2	20	20	25	0.5	0.444444447755814	0.470588237047195	TM, FACS
11597	Colon.Brush cell of epithelium proper of large intestine	Rgs13	36	120	9	0.230769217014313	0.800000011920929	0.358208954334259	TM, FACS
6305	Colon.Brush cell of epithelium proper of large intestine	Gnat3	30	104	15	0.223880589008331	0.666666686534882	0.335195541381836	TM, FACS
14213	Colon.Brush cell of epithelium proper of large intestine	Trim38	15	54	30	0.217391312122345	0.333333343267441	0.263157904148102	TM, FACS
4625	Colon.enterocyte of epithelium of large intestine	Ceacam20	659	280	123	0.701810419559479	0.842710971832275	0.765833795070648	TM, FACS
16086	Colon.enterocyte of epithelium of large intestine	Ptprh	605	322	177	0.652642905712128	0.773657262325287	0.708016395568848	TM, FACS
15890	Colon.enterocyte of epithelium of large intestine	Prss30	715	577	67	0.553405582904816	0.914322316646576	0.68948894739151	TM, FACS
11850	Colon.enterocyte of epithelium of large intestine	Mep1b	546	342	236	0.614864885807037	0.698209702968597	0.65389221906662	TM, FACS
17700	Colon.enterocyte of epithelium of large intestine	Slc13a2	577	444	205	0.565132200717926	0.737851619720459	0.640044331550598	TM, FACS
11399	Colon.enteroendocrine cell	Sstr5	9	17	16	0.346153855323792	0.360000014305115	0.352941185235977	TM, FACS
8557	Colon.enteroendocrine cell	Pax4	15	47	10	0.24193549156189	0.600000023841858	0.344827592372894	TM, FACS
614	Colon.enteroendocrine cell	4930556N09Rik	7	36	18	0.162790700793266	0.280000001192093	0.205882355570793	TM, FACS
4658	Colon.enteroendocrine cell	Fbxw24	8	52	17	0.133333340287209	0.319999992847443	0.18823529779911	TM, FACS
13018	Colon.enteroendocrine cell	Wfdc6b	5	31	20	0.138888895511627	0.200000002980232	0.163934424519539	TM, FACS
4743	Colon.epithelial cell of large intestine	Cftr	1306	674	487	0.659595966339111	0.72838819026947	0.69228732585907	TM, FACS
4902	Colon.epithelial cell of large intestine	Clca4	1350	814	443	0.623844742774963	0.752928078174591	0.682335078716278	TM, FACS
13344	Colon.epithelial cell of large intestine	Noxa1	1141	756	652	0.601476013660431	0.636363625526428	0.618428170681	TM, FACS
4624	Colon.epithelial cell of large intestine	Cdx1	1615	1899	178	0.459590226411819	0.90072500705719	0.608630120754242	TM, FACS
13268	Colon.epithelial cell of large intestine	Nlrp6	1238	1090	555	0.531786918640137	0.690462946891785	0.600825011730194	TM, FACS
17686	Colon.large intestine goblet cell	Tpsg1	708	273	106	0.721712589263916	0.86977881193161	0.788857936859131	TM, FACS
2760	Colon.large intestine goblet cell	Atoh1	690	282	124	0.709876537322998	0.847665846347809	0.772676348686218	TM, FACS
16384	Colon.large intestine goblet cell	Spdef	714	476	100	0.600000023841858	0.877149879932404	0.71257483959198	TM, FACS
7458	Colon.large intestine goblet cell	Gm1123	703	578	111	0.548789978027344	0.863636374473572	0.671121716499329	TM, FACS
2365	Colon.large intestine goblet cell	Anxa13	514	257	300	0.666666686534882	0.631449639797211	0.648580431938171	TM, FACS
5419	Fat.B cell	Fcer2a	394	2260	119	0.148455157876015	0.768031179904938	0.248815923929214	TM, FACS
6676	Fat.B cell	H2-Eb2	171	889	342	0.161320745944977	0.333333343267441	0.217418938875198	TM, FACS
6302	Fat.B cell	Gm8369	173	1090	340	0.136975452303886	0.33723196387291	0.194819822907448	TM, FACS
5104	Fat.B cell	Faim3	451	3694	62	0.108805790543556	0.879142284393311	0.193645343184471	TM, FACS
10003	Fat.B cell	P2ry10	312	2457	201	0.112676054239273	0.608187139034271	0.190127968788147	TM, FACS
2866	Fat.endothelial cell	C1qtnf9	376	1571	214	0.19311760365963	0.637288153171539	0.296413064002991	TM, FACS
2022	Fat.endothelial cell	Aqp7	462	2229	128	0.171683385968208	0.783050835132599	0.28162145614624	TM, FACS
14867	Fat.endothelial cell	Tcf15	424	2107	166	0.167522713541985	0.718644082546234	0.271707773208618	TM, FACS
12584	Fat.endothelial cell	Rbp7	337	1598	253	0.174160197377205	0.571186423301697	0.26693069934845	TM, FACS
2821	Fat.endothelial cell	Btnl9	315	1503	275	0.17326731979847	0.533898293972015	0.261627912521362	TM, FACS
5700	Fat.epithelial cell	Got1l1	8	35	43	0.18604651093483	0.156862750649452	0.170212760567665	TM, FACS
157	Fat.epithelial cell	1700012P22Rik	5	12	46	0.294117629528046	0.0980392172932625	0.147058814764023	TM, FACS
4108	Fat.epithelial cell	Dydc2	7	43	44	0.140000000596046	0.137254908680916	0.138613864779472	TM, FACS
180	Fat.epithelial cell	1700024G13Rik	7	44	44	0.137254908680916	0.137254908680916	0.137254908680916	TM, FACS
11539	Fat.epithelial cell	Sntn	8	59	43	0.119402982294559	0.156862750649452	0.135593220591545	TM, FACS
3184	Fat.granulocyte	Cd209g	116	121	293	0.489451467990875	0.283618599176407	0.359133124351501	TM, FACS
9377	Fat.granulocyte	Ms4a7	239	747	170	0.242393508553505	0.584352076053619	0.342652320861816	TM, FACS
31831	Fat.granulocyte	Cd209f	125	214	284	0.368731588125229	0.305623471736908	0.334224581718445	TM, FACS
13021	Fat.granulocyte	Siglec1	120	298	289	0.287081331014633	0.293398529291153	0.29020556807518	TM, FACS
3098	Fat.granulocyte	Ccl24	173	625	236	0.216791987419128	0.42298287153244	0.286661148071289	TM, FACS
7203	Fat.mesenchymal stem cell of adipose	Gdf10	1412	2084	512	0.403890162706375	0.733887732028961	0.521033227443695	TM, FACS
8152	Fat.mesenchymal stem cell of adipose	Gpr133	1580	2883	344	0.354021966457367	0.821205854415894	0.4947549700737	TM, FACS
15120	Fat.mesenchymal stem cell of adipose	Scara5	1722	3334	202	0.340585440397263	0.895010352134705	0.493409752845764	TM, FACS
3803	Fat.mesenchymal stem cell of adipose	Ccl11	1364	2250	560	0.377421140670776	0.708939731121063	0.492596626281738	TM, FACS
8999	Fat.mesenchymal stem cell of adipose	Ifi205	1595	2993	329	0.347646057605743	0.82900208234787	0.489864885807037	TM, FACS
3834	Fat.myeloid cell	Clec4b1	315	739	164	0.298861473798752	0.657620072364807	0.410958886146545	TM, FACS
13759	Fat.myeloid cell	Skint3	172	442	307	0.280130296945572	0.359081417322159	0.314730077981949	TM, FACS
5130	Fat.myeloid cell	Ear1	116	151	363	0.434456914663315	0.242171198129654	0.31099197268486	TM, FACS
5133	Fat.myeloid cell	Ear2	271	1027	208	0.208782732486725	0.565761983394623	0.305008441209793	TM, FACS
8593	Fat.myeloid cell	Klri1	111	144	368	0.43529412150383	0.231732785701752	0.302452325820923	TM, FACS
6322	Fat.natural killer cell	Klra8	52	178	77	0.22608694434166	0.403100788593292	0.289693593978882	TM, FACS
5841	Fat.natural killer cell	Ifng	55	203	74	0.213178306818008	0.426356613636017	0.284237712621689	TM, FACS
7607	Fat.natural killer cell	Ncr1	85	389	44	0.179324895143509	0.658914744853973	0.281923741102219	TM, FACS
6330	Fat.natural killer cell	Klrc2	57	224	72	0.202846989035606	0.441860467195511	0.278048783540726	TM, FACS
6329	Fat.natural killer cell	Klrc1	60	262	69	0.186335399746895	0.465116262435913	0.266075372695923	TM, FACS
11634	Fat.neutrophil	Sirpb1a	160	615	61	0.206451609730721	0.723981916904449	0.321285158395767	TM, FACS
7230	Fat.neutrophil	LOC100038947	171	687	50	0.199300706386566	0.773755669593811	0.316960155963898	TM, FACS
5811	Fat.neutrophil	Gm9733	156	730	65	0.176072239875793	0.705882370471954	0.281842827796936	TM, FACS
7856	Fat.neutrophil	Mefv	129	569	92	0.184813752770424	0.583710432052612	0.280739933252335	TM, FACS
11635	Fat.neutrophil	Sirpb1b	173	875	48	0.165076330304146	0.782805442810059	0.272655636072159	TM, FACS
8656	Fat.smooth muscle cell	Rergl	16	24	11	0.400000005960464	0.592592597007751	0.477611929178238	TM, FACS
6501	Fat.smooth muscle cell	Mrgprh	12	76	15	0.136363640427589	0.444444447755814	0.208695635199547	TM, FACS
7264	Fat.smooth muscle cell	Olfr78	14	147	13	0.0869565233588219	0.518518507480621	0.148936167359352	TM, FACS
4064	Fat.smooth muscle cell	Fhl5	11	116	16	0.0866141691803932	0.407407402992249	0.142857149243355	TM, FACS
7262	Fat.smooth muscle cell	Olfr558	26	363	1	0.0668380483984947	0.962962925434113	0.125	TM, FACS
7164	Fat.T cell	Icos	199	885	167	0.183579340577126	0.543715834617615	0.274482756853104	TM, FACS
7501	Fat.T cell	Itk	252	1640	114	0.133192390203476	0.688524603843689	0.223206371068954	TM, FACS
3061	Fat.T cell	Cd3e	285	2180	81	0.115618653595448	0.778688490390778	0.201342284679413	TM, FACS
7309	Fat.T cell	Il2rb	178	1259	188	0.123869180679321	0.486338794231415	0.197448700666428	TM, FACS
14640	Fat.T cell	Txk	205	1605	161	0.113259665668011	0.560109317302704	0.188419118523598	TM, FACS
4162	Heart.cardiac muscle cell	D830005E20Rik	93	30	47	0.756097555160522	0.664285719394684	0.707224309444427	TM, FACS
944	Heart.cardiac muscle cell	9330158H04Rik	96	40	44	0.705882370471954	0.685714244842529	0.695652186870575	TM, FACS
14395	Heart.cardiac muscle cell	Trim54	103	61	37	0.628048777580261	0.735714316368103	0.677631556987762	TM, FACS
9519	Heart.cardiac muscle cell	Nkx2-5	83	22	57	0.790476202964783	0.592857182025909	0.677551090717316	TM, FACS
4392	Heart.cardiac muscle cell	Dhrs7c	106	76	34	0.582417547702789	0.757142841815948	0.658385097980499	TM, FACS
11800	Heart.endocardial cell	Sost	34	72	141	0.320754706859589	0.194285705685616	0.241992890834808	TM, FACS
5962	Heart.endocardial cell	H19	78	435	97	0.152046784758568	0.445714294910431	0.226744189858437	TM, FACS
8600	Heart.endocardial cell	Npr3	159	1122	16	0.124121785163879	0.908571422100067	0.218406602740288	TM, FACS
3221	Heart.endocardial cell	Colec11	108	733	67	0.128418549895287	0.617142856121063	0.212598413228989	TM, FACS
3233	Heart.endocardial cell	Comp	114	883	61	0.114343032240868	0.651428580284119	0.194539248943329	TM, FACS
3514	Heart.endothelial cell	C1qtnf9	919	1028	349	0.47200819849968	0.7247633934021	0.5716952085495	TM, FACS
17849	Heart.endothelial cell	Tcf15	960	1571	308	0.379296720027924	0.757097780704498	0.50539618730545	TM, FACS
9827	Heart.endothelial cell	Kcna5	650	791	618	0.45107564330101	0.51261830329895	0.479881882667542	TM, FACS
2579	Heart.endothelial cell	Aqp7	926	1765	342	0.344109982252121	0.730283915996552	0.467794865369797	TM, FACS
3458	Heart.endothelial cell	Btnl9	644	1174	624	0.354235410690308	0.507886469364166	0.417368769645691	TM, FACS
16728	Heart.epicardial adipocyte	Ucp1	18	111	75	0.139534890651703	0.193548396229744	0.16216216981411	TM, FACS
7759	Heart.epicardial adipocyte	Hba-a2	11	82	82	0.118279576301575	0.118279576301575	0.118279576301575	TM, FACS
5254	Heart.epicardial adipocyte	Dux	9	62	84	0.126760557293892	0.096774198114872	0.109756104648113	TM, FACS
11551	Heart.epicardial adipocyte	Otog	12	126	81	0.0869565233588219	0.129032254219055	0.103896103799343	TM, FACS
16951	Heart.epicardial adipocyte	Vmn1r113	5	6	88	0.454545438289642	0.0537634380161762	0.0961538404226303	TM, FACS
1995	Heart.erythrocyte	Hba-a2	11	82	0	0.118279576301575	1	0.211538463830948	TM, FACS
1997	Heart.erythrocyte	Hbb-b2	10	167	1	0.0564971715211868	0.909090876579285	0.106382973492146	TM, FACS
2001	Heart.erythrocyte	Hbq1b	2	48	9	0.0399999991059303	0.181818187236786	0.0655737668275833	TM, FACS
179	Heart.erythrocyte	9230112D13Rik	1	31	10	0.03125	0.0909090936183929	0.0465116277337074	TM, FACS
1957	Heart.erythrocyte	Gypa	3	120	8	0.0243902429938316	0.272727280855179	0.0447761192917824	TM, FACS
17330	Heart.fibroblast	Tbx20	1196	729	891	0.621298730373383	0.573071360588074	0.596211373806	TM, FACS
17360	Heart.fibroblast	Tcf21	1729	2469	358	0.411862790584564	0.828461945056915	0.550198912620544	TM, FACS
7284	Heart.fibroblast	Gata4	1050	708	1037	0.597269594669342	0.503114521503448	0.546163856983185	TM, FACS
8819	Heart.fibroblast	Heyl	1300	1826	787	0.415866911411285	0.62290370464325	0.498753100633621	TM, FACS
2003	Heart.fibroblast	Adamtsl2	982	1226	1105	0.444746375083923	0.470531851053238	0.457275927066803	TM, FACS
7604	Heart.hematopoietic cell	Olfr541	2	8	15	0.200000002980232	0.117647059261799	0.148148149251938	TM, FACS
723	Heart.hematopoietic cell	AF067063	2	12	15	0.142857149243355	0.117647059261799	0.129032254219055	TM, FACS
4960	Heart.hematopoietic cell	Gpr33	6	74	11	0.0750000029802322	0.352941185235977	0.123711347579956	TM, FACS
105	Heart.hematopoietic cell	1700010I02Rik	2	14	15	0.125	0.117647059261799	0.121212124824524	TM, FACS
4645	Heart.hematopoietic cell	Gm12789	2	16	15	0.111111111938953	0.117647059261799	0.114285714924335	TM, FACS
9504	Heart.leukocyte	Ms4a7	279	707	209	0.282961457967758	0.571721315383911	0.378561735153198	TM, FACS
14567	Heart.leukocyte	Timd4	196	375	292	0.343257457017899	0.401639342308044	0.370160549879074	TM, FACS
9517	Heart.leukocyte	Msr1	315	1019	173	0.236131936311722	0.645491778850555	0.345773875713348	TM, FACS
8445	Heart.leukocyte	Lilra5	308	1032	180	0.229850739240646	0.631147563457489	0.336980313062668	TM, FACS
3227	Heart.leukocyte	Cd300lh	134	175	354	0.433656960725784	0.274590164422989	0.336260944604874	TM, FACS
8177	Heart.smooth muscle cell	Higd1b	186	414	69	0.310000002384186	0.729411780834198	0.435087740421295	TM, FACS
11805	Heart.smooth muscle cell	Olfr558	130	259	125	0.334190249443054	0.509803950786591	0.403726726770401	TM, FACS
16957	Heart.smooth muscle cell	Trpc3	137	296	118	0.316397219896317	0.537254929542542	0.398255825042725	TM, FACS
4332	Heart.smooth muscle cell	Colec11	169	672	86	0.200951248407364	0.662745118141174	0.30839416384697	TM, FACS
17139	Heart.smooth muscle cell	Tusc5	136	560	119	0.195402294397354	0.533333361148834	0.286014705896378	TM, FACS
6636	Heart.unknown	Hba-a2	28	65	23	0.301075279712677	0.549019634723663	0.388888895511627	TM, FACS
6639	Heart.unknown	Hbb-b2	28	149	23	0.158192083239555	0.549019634723663	0.245614022016525	TM, FACS
12632	Heart.unknown	Slc4a1	8	72	43	0.100000001490116	0.156862750649452	0.122137404978275	TM, FACS
9651	Heart.unknown	Olfr1219	4	15	47	0.210526317358017	0.0784313753247261	0.114285714924335	TM, FACS
6067	Heart.unknown	Gm4934	5	37	46	0.119047626852989	0.0980392172932625	0.107526890933514	TM, FACS
6791	Kidney.endothelial cell	Odf4	3	31	37	0.0882352963089943	0.0750000029802322	0.0810810849070549	TM, FACS
4290	Kidney.endothelial cell	Gm6213	5	97	35	0.0490196086466312	0.125	0.070422537624836	TM, FACS
366	Kidney.endothelial cell	3110099E03Rik	4	72	36	0.0526315793395042	0.100000001490116	0.0689655169844627	TM, FACS
6808	Kidney.endothelial cell	Olfr1093	1	5	39	0.16666667163372	0.025000000372529	0.0434782616794109	TM, FACS
4238	Kidney.endothelial cell	Gm17727	1	7	39	0.125	0.025000000372529	0.0416666679084301	TM, FACS
424	Kidney.fenestrated cell	3110099E03Rik	23	53	46	0.302631586790085	0.333333343267441	0.317241370677948	TM, FACS
3893	Kidney.fenestrated cell	Esm1	45	441	24	0.0925925895571709	0.652173936367035	0.162162154912949	TM, FACS
767	Kidney.fenestrated cell	AU021092	52	1377	17	0.0363890826702118	0.753623127937317	0.0694258958101273	TM, FACS
5516	Kidney.fenestrated cell	Ifi44	54	1774	15	0.0295404810458422	0.782608687877655	0.0569319948554039	TM, FACS
4052	Kidney.fenestrated cell	Fam167b	48	1592	21	0.0292682908475399	0.695652186870575	0.0561731979250908	TM, FACS
7192	Kidney.fibroblast	Miox	31	406	34	0.0709382146596909	0.476923108100891	0.123505979776382	TM, FACS
10757	Kidney.fibroblast	Slc5a12	16	188	49	0.0784313753247261	0.246153846383095	0.118959106504917	TM, FACS
925	Kidney.fibroblast	Acsm2	30	428	35	0.0655021816492081	0.461538434028625	0.11472275853157	TM, FACS
6242	Kidney.fibroblast	Kap	16	225	49	0.0663900449872017	0.246153846383095	0.104575164616108	TM, FACS
1135	Kidney.fibroblast	Akr1c21	23	369	42	0.0586734712123871	0.353846162557602	0.10065646469593	TM, FACS
2629	Kidney.kidney collecting duct cell	D630042F21Rik	40	110	4	0.266666680574417	0.909090876579285	0.412371128797531	TM, FACS
9387	Kidney.kidney collecting duct cell	Tmem213	38	150	6	0.202127650380135	0.863636374473572	0.327586203813553	TM, FACS
2146	Kidney.kidney collecting duct cell	Clcnkb	32	122	12	0.207792207598686	0.727272748947144	0.32323232293129	TM, FACS
4881	Kidney.kidney collecting duct cell	Kcnj1	32	126	12	0.202531650662422	0.727272748947144	0.316831678152084	TM, FACS
3208	Kidney.kidney collecting duct cell	Emx1	20	74	24	0.212765961885452	0.454545438289642	0.289855092763901	TM, FACS
1299	Kidney.kidney tubule cell	Akr1c21	166	226	95	0.423469394445419	0.636015355587006	0.508422672748566	TM, FACS
7937	Kidney.kidney tubule cell	Miox	176	261	85	0.402745991945267	0.674329519271851	0.504298031330109	TM, FACS
11605	Kidney.kidney tubule cell	Slc22a12	124	135	137	0.47876450419426	0.475095808506012	0.476923108100891	TM, FACS
1077	Kidney.kidney tubule cell	Acsm2	167	291	94	0.364628791809082	0.639846742153168	0.464534044265747	TM, FACS
11623	Kidney.kidney tubule cell	Slc22a6	100	72	161	0.581395328044891	0.383141785860062	0.461893767118454	TM, FACS
6128	Kidney.leukocyte	Mmp13	21	200	17	0.09502262622118	0.552631556987762	0.16216216981411	TM, FACS
6127	Kidney.leukocyte	Mmp12	16	228	22	0.0655737668275833	0.421052634716034	0.113475173711777	TM, FACS
4491	Kidney.leukocyte	Gpr31c	4	57	34	0.0655737668275833	0.105263158679008	0.0808080807328224	TM, FACS
4372	Kidney.leukocyte	Gm9992	4	95	34	0.0404040403664112	0.105263158679008	0.0583941601216793	TM, FACS
670	Kidney.leukocyte	Abca14	4	114	34	0.0338983051478863	0.105263158679008	0.0512820519506931	TM, FACS
3779	Liver.B cell	Gm3143	2	33	27	0.0571428574621677	0.0689655169844627	0.0625	TM, FACS
4542	Liver.B cell	Iqcf4	1	11	28	0.0833333358168602	0.0344827584922314	0.0487804859876633	TM, FACS
