	TM_FACS	TM_10X	MCA.values
Cygb	12	11	18
Cyhr1	50	11	3
Cyld	52	5	0
Cym	0	0	1
Cyp11a1	0	1	19
Cyp11b1	0	0	0
Cyp17a1	1	0	2
Cyp1a1	0	1	2
Cyp1a2	1	1	1
Cyp1b1	7	5	0
Cyp20a1	28	0	0
Cyp21a1	0	0	0
Cyp24a1	0	0	0
Cyp26a1	1	0	0
Cyp26b1	6	3	0
Cyp27a1	19	10	0
Cyp27b1	0	0	0
Cyp2a12	1	1	4
Cyp2a22	1	0	0
Cyp2a4	1	1	2
Cyp2a5	1	4	0
Cyp2ab1	0	0	0
Cyp2b10	7	2	5
Cyp2b13	1	1	0
Cyp2b19	0	0	0
Cyp2b23	0	0	0
Cyp2b9	1	1	1
Cyp2c29	1	1	1
Cyp2c37	1	1	1
Cyp2c39	0	0	0
Cyp2c40	1	1	1
Cyp2c44	1	1	1
Cyp2c50	1	1	2
Cyp2c54	1	1	0
Cyp2c55	2	0	1
Cyp2c65	3	1	10
Cyp2c66	0	0	0
Cyp2c67	1	1	0
Cyp2c68	3	1	3
Cyp2c69	1	1	3
Cyp2c70	1	1	1
Cyp2d10	3	1	1
Cyp2d12	0	0	0
Cyp2d22	25	3	1
Cyp2d26	4	2	5
Cyp2d37-ps	1	0	0
Cyp2d40	1	1	0
Cyp2d9	1	1	0
Cyp2e1	4	2	2
Cyp2f2	9	8	6
Cyp2g1	0	0	0
Cyp2j11	0	1	0
Cyp2j12	1	0	0
Cyp2j13	0	0	0
Cyp2j5	3	2	5
Cyp2j6	17	3	5
Cyp2j9	5	0	3
Cyp2r1	1	0	0
Cyp2s1	9	6	9
Cyp2t4	0	0	0
Cyp2u1	1	0	0
Cyp39a1	14	1	0
Cyp3a11	2	2	3
Cyp3a13	3	1	6
Cyp3a16	0	0	0
Cyp3a25	1	1	4
Cyp3a44	1	0	0
Cyp3a57	1	0	0
Cyp3a59	1	0	0
Cyp46a1	2	0	0
Cyp4a10	1	2	3
Cyp4a12b	1	0	0
Cyp4a14	1	1	2
Cyp4a31	2	1	3
Cyp4b1	23	14	13
Cyp4f13	12	2	1
Cyp4f14	5	1	5
Cyp4f15	4	3	3
Cyp4f16	12	5	3
Cyp4f17	0	0	0
Cyp4f18	20	13	14
Cyp4f39	3	2	0
Cyp4f41-ps	0	0	0
Cyp4v3	12	3	1
Cyp4x1	0	0	0
Cyp51	32	10	16
Cyp7a1	1	0	0
Cyp7b1	3	2	0
Cyp8b1	1	1	0
Cypt3	0	0	14
Cyr61	56	33	83
Cys1	8	4	0
Cysltr1	13	2	0
Cysltr2	2	0	0
Cyth1	63	32	0
Cyth2	60	38	14
Cyth3	27	17	10
Cyth4	33	21	20
Cytip	39	37	83
Cytl1	2	8	37
Cyyr1	11	4	0
D030018L15Rik	0	0	0
D030025E07Rik	0	0	0
D030025P21Rik	0	0	0
D030028A08Rik	1	0	0
D030040B21Rik	0	0	0
D030047H15Rik	0	0	0
D030056L22Rik	13	9	3
D10Jhu81e	52	26	8
D10Wsu102e	8	2	0
D11Wsu47e	1	0	9
D130017N08Rik	1	0	0
D130020L05Rik	4	0	5
D130040H23Rik	0	0	0
D130043K22Rik	1	0	0
D16Ertd472e	26	14	5
D17H6S53E	48	0	0
D17Wsu92e	64	32	0
D1Ertd622e	38	20	0
D1Pas1	0	0	0
D230025D16Rik	15	5	0
D2hgdh	3	0	0
D330023K18Rik	6	1	0
D330041H03Rik	1	0	0
D330045A20Rik	0	0	0
D330050G23Rik	0	0	0
D3Ertd254e	4	0	0
D3Ertd751e	5	1	0
D430019H16Rik	1	0	0
D430036J16Rik	1	1	0
D430041D05Rik	1	0	0
D430042O09Rik	1	0	0
D5Ertd579e	20	3	0
D5Ertd605e	0	0	0
D630003M21Rik	1	0	0
D630023F18Rik	0	0	1
D630029K05Rik	0	0	0
D630033O11Rik	1	1	0
D630039A03Rik	4	1	0
D630045J12Rik	16	0	0
D6Ertd474e	0	0	0
D6Ertd527e	0	0	0
D6Wsu163e	5	0	0
D730001G18Rik	0	0	0
D730045A05Rik	0	0	0
D7Ertd443e	1	0	0
D830013O20Rik	1	0	0
D830030K20Rik	0	0	0
D8Ertd738e	103	74	293
D930007P13Rik	0	0	0
D930015E06Rik	30	2	0
D930015M05Rik	4	0	0
D930016D06Rik	11	0	0
D930020B18Rik	0	0	0
D930028M14Rik	0	0	0
D930032P07Rik	0	0	0
D930048N14Rik	0	0	0
Daam1	42	9	0
Daam2	5	1	0
Dab1	5	0	0
Dab2	29	21	24
Dab2ip	39	17	0
Dach1	9	4	0
Dach2	1	0	0
Dact1	8	1	0
Dact2	7	0	0
Dact3	8	1	0
Dad1	102	74	519
Dag1	48	8	4
Dagla	11	0	0
Daglb	43	7	0
Dalrd3	18	16	5
Dand5	3	0	1
Dao	2	1	6
Dap	80	51	167
Dap3	59	29	24
Dapk1	35	16	0
Dapk2	5	2	1
Dapk3	50	24	0
Dapl1	14	9	8
Dapp1	31	11	12
Dars	73	29	27
Dars2	6	0	0
Daxx	26	17	2
Dazap1	48	62	19
Dazap2	104	70	106
Dazl	0	0	1
Dbf4	7	3	0
Dbh	1	0	1
Dbi	100	70	551
Dbil5	0	0	19
Dbn1	15	4	7
Dbndd1	0	0	0
Dbndd2	46	28	0
Dbnl	86	54	50
Dbp	14	10	7
Dbpht2	7	0	0
Dbr1	12	2	0
Dbt	14	4	3
Dbx1	0	0	0
Dbx2	4	0	0
Dcaf10	16	4	0
Dcaf11	61	23	3
Dcaf12	60	28	5
Dcaf12l1	4	0	2
Dcaf12l2	0	0	0
Dcaf13	41	12	2
Dcaf15	3	0	0
Dcaf17	38	3	3
Dcaf4	12	2	0
Dcaf5	17	0	0
Dcaf6	27	1	0
Dcaf7	87	17	5
Dcaf8	68	30	1
Dcakd	35	4	46
Dcbld1	10	0	0
Dcbld2	10	4	2
Dcc	2	0	0
Dcdc2a	4	2	1
Dcdc2b	55	1	0
Dcdc2c	0	0	0
Dchs1	8	0	0
Dck	26	8	4
Dclk1	17	5	2
Dclk2	5	0	0
Dclk3	1	1	0
Dclre1a	3	0	0
Dclre1b	3	1	0
Dclre1c	13	3	0
Dcn	102	33	210
Dcp1a	1	0	0
Dcp1b	6	0	3
Dcp2	23	11	1
Dcpp1	0	0	0
Dcpp2	0	0	0
Dcpp3	0	1	0
Dcps	45	17	4
Dcst1	0	0	1
Dcstamp	0	1	0
Dct	3	0	1
Dctd	1	0	0
Dctn1	85	37	0
Dctn2	91	57	60
Dctn3	95	66	99
Dctn4	91	10	0
Dctn5	83	6	1
Dctn6	68	23	11
Dctpp1	33	22	103
Dcun1d1	68	24	17
Dcun1d2	10	0	0
Dcun1d3	11	1	1
Dcun1d4	5	0	4
Dcun1d5	74	66	32
Dcx	3	0	0
Dcxr	28	21	26
Dda1	79	43	16
Ddah1	10	4	5
Ddah2	37	31	66
Ddb1	79	45	28
Ddb2	0	0	0
Ddc	11	2	5
Ddhd1	14	4	1
Ddhd2	63	3	0
Ddi1	0	0	16
Ddi2	10	0	1
Ddit3	51	21	10
Ddit4	57	32	27
Ddit4l	3	4	7
Ddn	1	0	0
Ddo	5	1	0
Ddost	100	63	147
Ddr1	35	14	0
Ddr2	12	8	2
Ddrgk1	86	66	8
Ddt	47	41	44
Ddx1	61	21	15
Ddx10	32	8	0
Ddx11	0	0	0
Ddx17	96	59	3
Ddx18	69	34	10
Ddx19a	19	8	2
Ddx19b	3	0	0
Ddx20	7	0	3
Ddx21	75	55	5
Ddx23	21	0	0
Ddx24	93	66	19
Ddx25	4	0	19
Ddx27	47	15	4
Ddx28	5	0	0
Ddx31	1	0	0
Ddx39	47	20	106
Ddx39b	93	63	193
Ddx3x	100	66	28
Ddx3y	57	17	1
Ddx4	0	0	6
Ddx41	42	20	0
Ddx42	71	24	0
Ddx43	0	0	0
Ddx46	77	39	6
Ddx47	78	20	4
Ddx49	21	10	4
Ddx5	104	74	621
Ddx50	86	33	2
Ddx51	1	0	0
Ddx52	31	15	0
Ddx54	67	29	1
Ddx55	11	1	0
Ddx56	29	9	2
Ddx58	30	3	0
Ddx59	1	0	0
Ddx6	101	62	0
Ddx60	2	1	0
Deaf1	29	0	0
Decr1	33	12	17
Decr2	32	4	2
Dedd	60	4	3
Dedd2	26	6	0
Def6	30	17	5
Def8	18	4	0
Defa21	0	0	26
Defb1	7	5	17
Defb11	0	0	0
Defb14	0	0	0
Defb15	0	0	0
Defb19	0	0	5
Defb2	0	0	0
Defb20	0	0	0
Defb25	0	1	0
Defb28	0	0	0
Defb29	1	2	1
Defb30	0	0	0
Defb33	0	0	4
Defb36	0	0	1
Defb40	0	0	0
Defb42	0	0	0
Defb45	0	0	1
Defb47	0	0	0
Defb5	0	0	0
Defb50	0	0	6
Defb6	0	0	0
Defb9	0	0	0
Degs1	92	53	155
Degs2	19	3	17
Dek	95	69	110
Dennd1a	18	0	0
Dennd1b	22	2	0
Dennd1c	21	3	0
Dennd2a	6	2	1
Dennd2c	8	5	0
Dennd2d	16	0	2
Dennd3	13	2	0
Dennd4a	42	8	1
Dennd4b	8	1	0
Dennd4c	31	4	0
Dennd5a	61	28	1
Dennd5b	38	8	0
Denr	69	59	17
Depdc1a	1	2	0
Depdc1b	1	0	0
Depdc5	2	0	0
Depdc7	4	3	0
Deptor	24	3	5
Dera	20	8	1
Derl1	86	58	23
Derl2	61	25	7
Derl3	1	0	8
Des	7	7	18
Det1	0	0	0
Dexi	25	7	0
Dffa	14	1	0
Dffb	0	0	0
Dfna5	4	1	0
Dfnb59	0	0	0
Dgat1	42	6	18
Dgat2	17	10	32
Dgat2l6	0	0	0
Dgcr14	6	0	0
Dgcr2	48	10	1
Dgcr6	36	25	25
Dgcr8	9	0	0
Dgka	40	13	17
Dgkb	7	2	0
Dgkd	48	10	0
Dgke	9	0	0
Dgkg	9	1	0
Dgkh	8	0	1
Dgki	2	0	0
Dgkk	0	0	0
Dgkq	0	0	0
Dgkz	59	18	0
Dguok	63	43	2
Dhcr24	15	9	3
Dhcr7	17	3	4
Dhdds	42	2	0
Dhdh	2	0	0
Dhfr	4	4	7
Dhh	0	0	0
Dhodh	6	0	0
Dhps	34	7	0
Dhrs1	58	23	14
Dhrs11	6	2	12
Dhrs13	1	0	0
Dhrs2	0	0	0
Dhrs3	79	35	9
Dhrs4	29	16	21
Dhrs7	70	36	18
Dhrs7b	27	6	1
Dhrs7c	1	0	0
Dhrs9	2	0	0
Dhtkd1	1	0	0
Dhx15	86	48	10
Dhx16	16	5	2
Dhx29	11	0	0
Dhx30	50	7	2
Dhx32	25	8	1
Dhx33	3	0	0
Dhx34	2	0	0
Dhx35	0	0	0
Dhx36	47	10	0
Dhx37	1	0	0
Dhx38	20	1	0
Dhx40	51	17	2
Dhx57	6	0	0
Dhx58	6	1	0
Dhx8	30	1	0
Dhx9	58	26	0
Diablo	54	34	31
Dicer1	25	8	0
Dido1	49	14	0
Diexf	0	0	0
Dimt1	18	3	0
Dio1	9	3	0
Dio2	2	1	3
Dio3	0	0	2
Dip2a	5	0	0
Dip2b	74	13	0
Dip2c	19	5	0
Diras1	1	0	0
Diras2	1	1	0
Dirc2	58	6	3
Dis3	6	0	0
Dis3l	11	0	2
Dis3l2	11	0	0
Disc1	2	0	0
Disp1	0	0	0
Disp2	7	0	0
Dixdc1	11	1	0
Dkc1	40	10	34
Dkk1	0	0	0
Dkk2	4	4	1
Dkk3	15	9	8
Dkk4	0	0	0
Dkkl1	3	1	25
Dlat	48	18	7
Dlc1	34	24	1
Dld	65	28	10
Dlec1	0	0	0
Dleu2	44	39	0
Dleu7	0	0	0
Dlg1	35	6	0
Dlg2	2	1	0
Dlg3	5	0	0
Dlg4	1	0	0
Dlg5	4	0	0
Dlgap1	5	0	0
Dlgap2	1	0	0
Dlgap3	2	0	0
Dlgap4	79	39	7
Dlgap5	6	3	0
Dlk1	0	0	116
Dlk2	4	1	0
Dll1	9	2	0
Dll3	2	0	12
Dll4	14	8	0
Dlst	65	21	14
Dlx1	1	0	1
Dlx1as	1	0	0
Dlx2	1	0	0
Dlx3	2	0	0
Dlx4	0	0	0
Dlx5	4	2	1
Dlx6	1	0	0
Dmap1	18	2	1
Dmbt1	5	0	12
Dmbx1	0	0	0
Dmc1	0	0	0
Dmd	20	6	0
Dmgdh	1	1	1
Dmkn	12	8	5
Dmp1	0	0	0
Dmpk	16	7	2
Dmrt1	0	0	0
Dmrt2	0	0	0
Dmrt3	0	0	0
Dmrta1	0	0	0
Dmrta2	0	0	0
Dmrtb1	0	0	19
Dmrtc1a	3	0	0
Dmtf1	42	5	0
Dmwd	23	1	0
Dmxl1	52	8	0
Dmxl2	12	1	1
Dna2	5	1	0
Dnaic1	3	1	1
Dnaic2	1	2	3
Dnaja1	101	72	367
Dnaja2	95	69	72
Dnaja3	51	15	0
Dnaja4	21	10	3
Dnajb1	95	59	251
Dnajb11	91	59	24
Dnajb12	28	1	1
Dnajb13	10	1	10
Dnajb14	21	4	16
Dnajb2	40	17	14
Dnajb3	0	0	19
Dnajb4	48	28	13
Dnajb5	3	0	0
Dnajb6	97	72	36
Dnajb7	0	0	4
Dnajb8	0	0	16
Dnajb9	76	44	34
Dnajc1	69	40	1
Dnajc10	52	24	1
Dnajc11	26	5	1
Dnajc12	14	7	7
Dnajc13	41	7	0
Dnajc14	31	20	1
Dnajc15	63	45	72
Dnajc16	0	0	0
Dnajc17	2	2	0
Dnajc18	26	1	7
Dnajc19	74	56	106
Dnajc2	52	30	32
Dnajc21	42	15	0
Dnajc22	5	0	0
Dnajc24	22	5	0
Dnajc25	18	9	0
Dnajc27	2	0	2
Dnajc28	2	0	0
Dnajc3	100	64	24
Dnajc30	31	13	1
Dnajc4	28	7	4
Dnajc5	76	25	3
Dnajc5b	0	0	17
Dnajc5g	0	0	4
Dnajc6	7	0	0
Dnajc7	93	50	36
Dnajc8	96	69	82
Dnajc9	46	20	55
Dnali1	1	2	20
Dnase1	2	1	5
Dnase1l1	19	8	0
Dnase1l2	2	2	2
Dnase1l3	7	4	7
Dnase2a	18	9	3
Dnase2b	1	0	0
Dnd1	0	0	0
Dner	9	0	1
Dnlz	37	27	5
Dnm1	9	3	0
Dnm1l	64	19	0
Dnm2	96	41	3
Dnm3	7	4	0
Dnm3os	6	0	0
Dnmbp	5	0	0
Dnmt1	31	7	1
Dnmt3a	65	4	0
Dnmt3b	1	0	0
Dnmt3l	2	2	3
Dnpep	59	24	15
Dntt	4	4	8
Dnttip1	51	9	0
Dnttip2	80	35	4
Doc2a	1	0	0
Doc2b	0	0	0
Doc2g	2	1	0
Dock1	49	9	0
Dock10	41	20	0
Dock11	38	5	0
Dock2	33	11	0
Dock3	3	0	0
Dock4	13	0	0
Dock5	14	0	0
Dock6	14	7	0
Dock7	30	8	0
Dock8	42	27	1
Dock9	35	12	0
Dohh	48	31	8
Dok1	11	12	1
Dok2	17	9	9
Dok3	23	15	11
Dok4	12	5	1
Dok5	1	0	0
Dok6	0	0	0
Dok7	0	0	0
Dolk	12	1	0
Dolpp1	14	0	0
Donson	2	1	2
Dopey1	10	0	0
Dopey2	19	3	1
Dot1l	40	6	0
Dpagt1	31	0	0
Dpcr1	0	0	18
Dpep1	12	6	28
Dpep2	9	5	0
Dpep3	0	0	18
Dpf1	3	0	0
Dpf2	62	25	1
Dpf3	1	0	1
Dph1	2	0	0
Dph2	1	0	0
Dph3	69	60	31
Dph5	11	1	0
Dpm1	82	51	0
Dpm2	62	22	4
Dpm3	92	70	66
Dpp10	5	0	0
Dpp3	42	9	1
Dpp4	26	15	6
Dpp6	3	0	1
Dpp7	20	1	1
Dpp8	45	5	1
Dpp9	44	9	0
Dppa1	0	0	0
Dppa2	0	0	0
Dppa3	0	0	0
Dppa4	0	0	2
Dppa5a	2	2	4
Dpt	23	6	40
Dpy19l1	28	0	0
Dpy19l3	5	0	0
Dpy19l4	0	0	0
Dpy30	66	53	119
Dpyd	3	1	0
Dpys	1	1	1
Dpysl2	92	44	0
Dpysl3	19	7	27
Dpysl4	2	0	5
Dpysl5	1	0	0
Dqx1	3	0	0
Dr1	29	14	2
Dram1	7	5	3
Dram2	70	30	9
Drap1	100	64	19
Drd4	0	0	0
Drd5	0	0	0
Drg1	82	30	13
Drg2	39	9	0
Drosha	18	1	0
Drp2	3	1	0
Dsc2	11	2	1
Dsc3	6	2	0
Dscam	3	0	0
Dscaml1	4	0	1
Dscc1	1	0	1
Dscr3	46	5	1
Dse	20	6	0
Dsel	10	1	0
Dsg1a	5	2	1
Dsg1b	2	1	0
Dsg1c	0	0	0
Dsg2	22	6	6
Dsg3	6	2	0
Dsg4	0	0	0
Dsn1	2	0	0
Dsp	23	13	1
Dst	66	30	0
Dstn	88	59	68
Dstyk	31	5	0
Dtd1	32	14	1
Dtl	3	2	0
Dtna	9	1	1
Dtnb	20	2	0
Dtnbp1	48	25	1
Dtwd1	3	1	1
Dtwd2	0	0	0
Dtx1	8	1	0
Dtx2	17	5	0
Dtx3	34	22	5
Dtx3l	49	8	0
Dtx4	10	1	0
Dtymk	45	25	83
Duox1	4	2	0
Duox2	0	0	0
Duoxa1	6	4	2
Duoxa2	0	0	0
Dupd1	0	0	0
Dus1l	20	10	3
Dus3l	18	1	0
Dus4l	0	0	0
Dusp1	102	69	255
Dusp10	11	5	0
Dusp11	93	57	4
Dusp12	21	1	0
Dusp13	0	0	11
Dusp14	14	9	6
Dusp15	2	0	4
Dusp16	20	5	1
Dusp18	11	2	0
Dusp19	7	0	1
Dusp2	27	28	43
Dusp22	31	10	2
Dusp23	14	2	0
Dusp26	8	0	3
Dusp27	1	0	0
Dusp28	7	0	0
Dusp3	74	35	3
Dusp4	5	2	1
Dusp5	35	0	14
Dusp6	63	29	4
Dusp7	33	8	0
Dusp8	32	3	0
Dusp9	0	1	9
Dut	27	16	129
Dvl1	28	1	0
Dvl2	3	0	0
Dvl3	43	0	0
Dydc1	0	0	4
Dydc2	1	1	1
Dym	44	2	0
Dync1h1	83	39	1
Dync1i1	2	0	0
Dync1i2	94	56	83
Dync1li1	83	0	0
Dync1li2	51	16	3
Dync2h1	14	2	0
Dync2li1	13	6	2
Dynll1	102	74	509
Dynll2	54	46	46
Dynlrb1	101	72	440
Dynlrb2	4	2	20
Dynlt1a	18	2	10
Dynlt1b	63	0	0
Dynlt1f	45	3	19
Dynlt3	70	45	10
Dyrk1a	82	11	0
Dyrk1b	1	1	4
Dyrk2	6	0	0
Dyrk3	3	1	14
Dyrk4	0	0	0
Dysf	9	4	0
Dyx1c1	0	1	0
Dzip1	7	1	2
Dzip1l	8	3	0
Dzip3	8	0	0
E030013I19Rik	0	0	0
E030018B13Rik	0	0	0
E030024N20Rik	65	0	0
E030025P04Rik	0	0	0
E030030I06Rik	4	2	0
E030044B06Rik	0	0	0
E130006D01Rik	0	0	0
E130018N17Rik	0	0	0
E130102H24Rik	6	0	0
E130114P18Rik	4	0	0
E130201H02Rik	0	0	0
E130215H24Rik	0	1	0
E130218I03Rik	0	0	0
E130307A14Rik	2	0	0
E130308A19Rik	21	1	0
E130309D02Rik	18	7	0
E130311K13Rik	2	0	0
E130317F20Rik	1	0	0
E230016K23Rik	0	0	0
E230016M11Rik	0	0	0
E230025N22Rik	0	0	0
E230029C05Rik	9	2	0
E2f1	1	3	0
E2f2	8	6	0
E2f3	4	2	0
E2f4	54	28	21
E2f5	22	4	0
E2f6	10	0	0
E2f7	1	0	0
E2f8	4	2	0
E330009J07Rik	1	0	0
E330011O21Rik	0	0	0
E330013P04Rik	0	0	0
E330017A01Rik	0	0	0
E330017L17Rik	0	0	1
E330020D12Rik	13	1	1
E330021D16Rik	0	0	0
E330034G19Rik	0	0	0
E430018J23Rik	0	0	0
E4f1	8	1	0
E530011L22Rik	0	0	0
EU599041	0	0	0
Eaf1	11	5	0
Eaf2	0	0	7
Eapp	78	36	5
Ear1	0	2	4
Ear10	0	0	0
Ear2	9	5	13
Ear6	0	0	1
Ears2	3	0	0
Ebag9	19	2	0
Ebf1	27	13	39
Ebf2	8	2	0
Ebf3	4	0	0
Ebf4	0	0	0
Ebi3	17	9	0
Ebna1bp2	71	52	19
Ebp	70	44	10
Ebpl	33	13	9
Ecd	49	7	2
Ece1	69	29	13
Ece2	14	1	1
Ecel1	0	0	0
Ech1	98	60	109
Echdc1	16	5	2
Echdc2	21	10	21
Echdc3	3	1	0
Echs1	60	39	39
Eci1	60	32	26
Eci2	55	39	14
Eci3	1	1	4
Ecm1	50	26	37
Ecm2	15	11	3
Ecscr	15	11	26
Ecsit	21	5	2
Ect2	3	2	0
Ect2l	0	0	0
Eda	0	0	0
Eda2r	0	0	0
Edar	0	0	0
Edaradd	6	0	0
Edc3	15	0	0
Edc4	17	0	0
Edem1	68	25	13
Edem2	49	21	11
Edem3	13	2	0
Edf1	102	73	318
Edil3	3	0	2
Edn1	7	4	0
Edn2	1	0	0
Edn3	5	1	0
Ednra	9	5	1
Ednrb	18	10	15
Eea1	58	28	0
Eed	52	23	1
Eef1a1	106	74	610
Eef1a2	3	1	0
Eef1b2	104	74	535
Eef1d	99	73	207
Eef1e1	32	23	17
Eef1g	101	74	496
Eef2	105	74	568
Eef2k	18	8	1
Eefsec	29	3	0
Eepd1	10	5	1
Efcab1	7	1	1
Efcab10	2	2	21
Efcab2	2	1	19
Efcab3	0	0	2
Efcab5	0	0	2
Efcab6	0	0	6
Efcab7	0	0	0
Efcab8	0	0	0
Efcab9	0	0	18
Efemp1	17	13	16
Efemp2	19	15	7
Efhb	1	1	2
Efhc1	0	1	4
Efhc2	0	0	0
Efhd1	10	5	26
Efhd2	84	44	18
Efna1	29	21	5
Efna2	2	0	0
Efna3	7	0	0
Efna4	2	2	0
Efna5	22	11	0
Efnb1	32	14	0
Efnb2	28	11	1
Efnb3	6	0	1
Efr3a	65	43	4
Efr3b	8	0	0
Efs	17	7	1
Eftud2	58	11	2
Egf	1	5	4
Egfem1	0	0	0
Egfl6	6	3	5
Egfl7	16	15	47
Egfl8	0	0	4
Egflam	11	1	0
Egfr	28	6	1
Egln1	17	8	0
Egln2	60	39	21
Egln3	5	3	0
Egr1	94	53	168
Egr2	26	4	2
Egr3	0	0	0
Egr4	1	0	0
Ehbp1	12	1	0
Ehbp1l1	45	26	2
Ehd1	71	50	35
Ehd2	40	15	16
Ehd3	14	7	7
Ehd4	57	39	23
Ehf	16	10	6
Ehhadh	6	2	1
Ehmt1	61	9	0
Ehmt2	47	20	0
Ei24	59	44	2
Eid1	75	38	1
Eid2	11	0	0
Eid2b	3	0	0
Eid3	0	0	19
Eif1	105	74	704
Eif1a	79	44	44
Eif1ad	42	18	10
Eif1ax	72	56	91
Eif1b	77	65	83
Eif2a	46	40	3
Eif2ak1	48	2	1
Eif2ak2	29	7	0
Eif2ak3	14	1	0
Eif2ak4	11	0	0
Eif2b1	31	9	6
Eif2b2	45	15	3
Eif2b3	19	2	0
Eif2b4	32	8	1
Eif2b5	42	9	0
Eif2d	29	5	1
Eif2s1	86	48	84
Eif2s2	99	70	488
Eif2s3x	40	41	0
Eif2s3y	19	8	1
Eif3a	101	68	11
Eif3b	91	52	20
Eif3c	103	70	59
Eif3d	89	60	78
Eif3e	96	69	186
Eif3f	104	74	399
Eif3g	98	68	225
Eif3h	98	71	402
Eif3i	94	67	168
Eif3k	102	74	525
Eif3l	91	58	62
Eif3m	96	70	231
Eif4a1	102	72	438
Eif4a2	101	70	34
Eif4a3	94	54	151
Eif4b	85	67	18
Eif4e	81	55	73
Eif4e2	83	55	58
Eif4e3	55	21	0
Eif4ebp1	57	43	98
Eif4ebp2	48	3	3
Eif4ebp3	8	3	0
Eif4enif1	35	6	0
Eif4g1	100	58	2
Eif4g2	103	71	267
Eif4g3	95	42	4
Eif4h	102	69	200
Eif5	104	71	366
Eif5a	105	74	558
Eif5a2	1	0	0
Eif5b	99	68	93
Eif6	94	68	68
Elac1	1	0	0
Elac2	10	0	0
Elane	0	8	40
Elavl1	90	61	7
Elavl2	2	0	0
Elavl3	4	0	19
Elavl4	7	0	7
Elf1	90	60	3
Elf2	61	9	0
Elf3	16	12	34
Elf4	35	4	0
Elf5	2	2	5
Elfn1	2	1	0
Elfn2	2	0	0
Elk1	1	0	0
Elk3	42	16	8
Elk4	22	0	0
Ell	24	5	0
Ell2	41	14	1
Ell3	1	0	0
Elmo1	45	8	2
Elmo2	55	7	1
Elmo3	19	3	1
Elmod1	4	1	0
Elmod2	2	0	0
Elmod3	3	0	0
Eln	14	12	60
Elof1	56	43	84
Elovl1	78	45	29
Elovl2	8	1	3
Elovl3	1	1	0
Elovl4	7	2	1
Elovl5	80	35	16
Elovl6	17	6	5
Elovl7	17	6	10
Elp2	35	0	35
Elp3	20	0	0
Elp4	11	0	0
Emb	49	34	66
Emcn	14	11	26
Emd	79	52	11
Eme1	1	0	0
Eme2	0	0	0
Emg1	81	68	73
Emid1	12	7	6
Emilin1	16	11	4
Emilin2	22	12	13
Emilin3	0	0	0
Eml1	26	7	0
Eml2	26	11	2
Eml3	46	0	1
Eml4	43	16	0
Eml5	11	0	0
Eml6	5	0	0
Emp1	40	35	79
Emp2	41	24	18
Emp3	57	59	331
Emx1	1	1	0
Emx2	1	2	0
Emx2os	0	0	0
En1	0	0	0
En2	0	0	0
Enah	20	4	3
Enc1	9	2	0
Endod1	25	10	1
Endog	14	10	2
Endou	3	3	4
Eng	34	17	35
Engase	2	0	0
Enho	13	4	5
Enkur	2	2	12
Eno1	102	0	278
Eno2	6	0	0
Eno3	4	2	9
Eno4	1	1	1
Enoph1	18	1	0
Enox1	1	0	0
Enox2	5	1	0
Enpep	12	7	2
Enpp1	6	2	1
Enpp2	22	12	19
Enpp3	7	0	2
Enpp4	24	13	1
Enpp5	28	6	5
Enpp6	4	1	0
Ensa	78	32	1
Enthd1	0	0	0
Entpd1	44	11	7
Entpd2	18	6	9
Entpd3	6	3	4
Entpd5	14	10	4
Entpd6	13	0	4
Entpd7	18	2	0
Entpd8	4	1	1
Eny2	73	63	73
Eomes	5	2	0
Ep300	72	12	0
Ep400	86	24	3
Epas1	40	27	15
Epc1	70	16	0
Epc2	20	14	0
Epcam	32	18	54
Epdr1	15	2	2
Epgn	3	1	0
Epha1	17	3	2
Epha10	0	0	0
Epha2	15	14	0
Epha3	1	0	0
Epha4	12	2	0
Epha5	2	0	0
Epha6	1	0	0
Epha7	3	0	0
Epha8	0	0	0
Ephb1	4	2	0
Ephb2	3	0	0
Ephb3	12	6	0
Ephb4	14	9	0
Ephb6	9	2	0
Ephx1	59	12	8
Ephx2	13	6	19
Ephx3	4	3	0
Ephx4	5	2	0
Epm2a	0	0	0
Epm2aip1	13	1	0
Epn1	37	56	13
Epn2	45	16	1
Epn3	13	8	0
Epor	0	0	1
Eprs	91	48	5
Eps15	61	23	1
Eps15l1	47	6	0
Eps8	45	11	2
Eps8l1	3	1	0
Eps8l2	29	13	7
Eps8l3	5	0	6
Epsti1	33	26	11
Epyc	0	0	15
Eral1	13	0	0
Erap1	37	0	0
Eras	0	0	0
Erbb2	16	5	0
Erbb3	14	0	0
Erbb4	1	0	0
Erc1	24	6	0
Erc2	6	0	0
Ercc1	29	9	1
Ercc2	13	0	0
Ercc3	4	0	0
Ercc4	4	0	0
Ercc5	17	0	0
Ercc6	5	0	0
Ercc6l	1	0	0
Ercc8	0	0	0
Erdr1	72	40	23
Ereg	2	0	0
Erf	42	24	0
Erg	12	2	0
Ergic1	66	17	16
Ergic2	56	45	11
Ergic3	98	63	59
Erh	91	70	174
Eri1	28	7	2
Eri2	1	0	0
Eri3	46	16	3
Erich1	11	1	1
Erlec1	30	23	5
Erlin1	27	3	3
Erlin2	28	6	1
Ermap	0	0	9
Ermn	1	0	6
Ermp1	23	5	5
Ern1	5	0	0
Ern2	2	0	1
Ero1l	23	11	4
